,STATEFP,COUNTYFP_x,VTDST,NAME,G16PRERTRU_x,G16PREDCLI_x,G16PRELJOH_x,G16PRECCAS_x,G16USSRTHU_x,G16USSDWIL_x,G16HALRNOE_x,G16HALDHAW_x,G16PUCRNEL_x,G16PUCDRED_x,geometry,County_Name,join_col,County,Precinct,G16PRERTRU_y,G16PREDCLI_y,G16PRELJOH_y,G16PRECCAS_y,G16USSRTHU_y,G16USSDWIL_y,G16HALRNOE_y,G16HALDHAW_y,G16PUCRNEL_y,G16PUCDRED_y,COUNTYFP_y,_merge
1168,,,,,,,,,,,,,,,,,099-PRECINCT-0509,MINNEHAHA,Precinct-0509,219.0,241.0,52.0,9.0,320.0,202.0,263.0,261.0,284.0,208.0,099,right_only
1169,,,,,,,,,,,,,,,,,099-PRECINCT-0309,MINNEHAHA,Precinct-0309,1126.0,830.0,108.0,16.0,1293.0,721.0,1144.0,864.0,1208.0,639.0,099,right_only
1170,,,,,,,,,,,,,,,,,099-PRECINCT-0307,MINNEHAHA,Precinct-0307,451.0,443.0,94.0,20.0,590.0,425.0,522.0,492.0,595.0,354.0,099,right_only
1171,,,,,,,,,,,,,,,,,099-PRECINCT-0306,MINNEHAHA,Precinct-0306,383.0,514.0,88.0,12.0,513.0,469.0,422.0,552.0,496.0,430.0,099,right_only
1172,,,,,,,,,,,,,,,,,099-PRECINCT-0305,MINNEHAHA,Precinct-0305,481.0,405.0,57.0,6.0,522.0,388.0,454.0,457.0,519.0,332.0,099,right_only
1173,,,,,,,,,,,,,,,,,099-PRECINCT-0214,MINNEHAHA,Precinct-0214,1249.0,918.0,107.0,20.0,1633.0,668.0,1389.0,913.0,1688.0,504.0,099,right_only
1174,,,,,,,,,,,,,,,,,099-PRECINCT-0209,MINNEHAHA,Precinct-0209,560.0,478.0,49.0,11.0,731.0,370.0,625.0,485.0,782.0,273.0,099,right_only
1175,,,,,,,,,,,,,,,,,099-PRECINCT-0208,MINNEHAHA,Precinct-0208,720.0,463.0,56.0,9.0,930.0,342.0,796.0,467.0,978.0,234.0,099,right_only
1176,,,,,,,,,,,,,,,,,099-PRECINCT-0207,MINNEHAHA,Precinct-0207,1072.0,716.0,109.0,15.0,1416.0,494.0,1221.0,704.0,1450.0,377.0,099,right_only
1177,,,,,,,,,,,,,,,,,099-PRECINCT-0206,MINNEHAHA,Precinct-0206,683.0,538.0,74.0,13.0,920.0,402.0,764.0,549.0,943.0,318.0,099,right_only
1178,,,,,,,,,,,,,,,,,099-PRECINCT-0308,MINNEHAHA,Precinct-0308,230.0,201.0,22.0,3.0,305.0,153.0,246.0,208.0,308.0,125.0,099,right_only
1179,,,,,,,,,,,,,,,,,099-PRECINCT-0508,MINNEHAHA,Precinct-0508,346.0,514.0,61.0,5.0,532.0,402.0,442.0,499.0,558.0,344.0,099,right_only
1180,,,,,,,,,,,,,,,,,099-PRECINCT-0507,MINNEHAHA,Precinct-0507,260.0,303.0,31.0,9.0,371.0,233.0,305.0,311.0,394.0,204.0,099,right_only
1181,,,,,,,,,,,,,,,,,099-PRECINCT-0506,MINNEHAHA,Precinct-0506,518.0,466.0,58.0,17.0,651.0,403.0,535.0,519.0,670.0,333.0,099,right_only
1182,,,,,,,,,,,,,,,,,099-PRECINCT-0312,MINNEHAHA,Precinct-0312,677.0,429.0,75.0,10.0,788.0,384.0,676.0,501.0,827.0,305.0,099,right_only
1183,,,,,,,,,,,,,,,,,099-PRECINCT-0314,MINNEHAHA,Precinct-0314,735.0,570.0,127.0,27.0,969.0,477.0,831.0,620.0,968.0,405.0,099,right_only
1184,,,,,,,,,,,,,,,,,099-PRECINCT-0315,MINNEHAHA,Precinct-0315,643.0,504.0,90.0,24.0,862.0,395.0,736.0,532.0,868.0,330.0,099,right_only
1185,,,,,,,,,,,,,,,,,099-PRECINCT-0316,MINNEHAHA,Precinct-0316,806.0,444.0,78.0,13.0,1030.0,304.0,877.0,450.0,983.0,273.0,099,right_only
1186,,,,,,,,,,,,,,,,,099-PRECINCT-0317,MINNEHAHA,Precinct-0317,1013.0,605.0,91.0,16.0,1300.0,418.0,1092.0,630.0,1288.0,334.0,099,right_only
1187,,,,,,,,,,,,,,,,,099-PRECINCT-0401 (PRECINCT-0515),MINNEHAHA,Precinct-0401 (Precinct-0515),458.0,544.0,78.0,12.0,563.0,516.0,468.0,605.0,535.0,470.0,099,right_only
1188,,,,,,,,,,,,,,,,,099-PRECINCT-0402,MINNEHAHA,Precinct-0402,328.0,350.0,62.0,14.0,430.0,324.0,348.0,408.0,456.0,267.0,099,right_only
1189,,,,,,,,,,,,,,,,,099-PRECINCT-0403,MINNEHAHA,Precinct-0403,222.0,243.0,39.0,8.0,280.0,229.0,241.0,274.0,291.0,188.0,099,right_only
1190,,,,,,,,,,,,,,,,,099-PRECINCT-0404,MINNEHAHA,Precinct-0404,350.0,377.0,61.0,7.0,416.0,362.0,350.0,439.0,430.0,314.0,099,right_only
1191,,,,,,,,,,,,,,,,,099-PRECINCT-0405,MINNEHAHA,Precinct-0405,482.0,387.0,61.0,10.0,556.0,365.0,476.0,449.0,548.0,327.0,099,right_only
1192,,,,,,,,,,,,,,,,,099-PRECINCT-0406,MINNEHAHA,Precinct-0406,207.0,182.0,28.0,3.0,215.0,195.0,183.0,231.0,219.0,174.0,099,right_only
1193,,,,,,,,,,,,,,,,,099-PRECINCT-0407 (PRECINCT-0408),MINNEHAHA,Precinct-0407 (Precinct-0408),664.0,691.0,85.0,13.0,849.0,589.0,717.0,707.0,876.0,485.0,099,right_only
1194,,,,,,,,,,,,,,,,,099-PRECINCT-0409,MINNEHAHA,Precinct-0409,412.0,438.0,52.0,16.0,527.0,375.0,437.0,459.0,549.0,300.0,099,right_only
1195,,,,,,,,,,,,,,,,,099-PRECINCT-0410,MINNEHAHA,Precinct-0410,499.0,368.0,71.0,16.0,619.0,321.0,536.0,408.0,644.0,252.0,099,right_only
1196,,,,,,,,,,,,,,,,,099-PRECINCT-0411,MINNEHAHA,Precinct-0411,1173.0,733.0,119.0,16.0,1478.0,567.0,1273.0,768.0,1479.0,480.0,099,right_only
1197,,,,,,,,,,,,,,,,,099-PRECINCT-0412,MINNEHAHA,Precinct-0412,568.0,463.0,62.0,15.0,714.0,391.0,613.0,497.0,760.0,291.0,099,right_only
1198,,,,,,,,,,,,,,,,,099-PRECINCT-0501 (PRECINCT-0502),MINNEHAHA,Precinct-0501 (Precinct-0502),438.0,696.0,96.0,22.0,612.0,610.0,497.0,739.0,598.0,561.0,099,right_only
1199,,,,,,,,,,,,,,,,,099-PRECINCT-0503,MINNEHAHA,Precinct-0503,168.0,204.0,43.0,7.0,246.0,180.0,202.0,219.0,237.0,170.0,099,right_only
1200,,,,,,,,,,,,,,,,,099-PRECINCT-0504,MINNEHAHA,Precinct-0504,297.0,508.0,60.0,8.0,441.0,428.0,355.0,518.0,439.0,381.0,099,right_only
1201,,,,,,,,,,,,,,,,,099-PRECINCT-0204,MINNEHAHA,Precinct-0204,335.0,402.0,43.0,9.0,460.0,332.0,386.0,410.0,473.0,275.0,099,right_only
1202,,,,,,,,,,,,,,,,,099-PRECINCT-0203,MINNEHAHA,Precinct-0203,614.0,536.0,69.0,10.0,822.0,396.0,694.0,538.0,853.0,335.0,099,right_only
1203,,,,,,,,,,,,,,,,,099-PRECINCT-0310,MINNEHAHA,Precinct-0310,919.0,596.0,78.0,10.0,1222.0,381.0,1024.0,576.0,1210.0,316.0,099,right_only
1204,,,,,,,,,,,,,,,,,099-PRECINCT-0201,MINNEHAHA,Precinct-0201,632.0,532.0,79.0,12.0,831.0,408.0,726.0,521.0,885.0,321.0,099,right_only
1205,,,,,,,,,,,,,,,,,099-PRECINCT-VP01,MINNEHAHA,Precinct-VP01,528.0,183.0,49.0,8.0,582.0,173.0,535.0,234.0,599.0,130.0,099,right_only
1206,,,,,,,,,,,,,,,,,099-PRECINCT-VP02,MINNEHAHA,Precinct-VP02,1275.0,544.0,101.0,18.0,1502.0,435.0,1356.0,593.0,1557.0,327.0,099,right_only
1207,,,,,,,,,,,,,,,,,099-PRECINCT-VP03,MINNEHAHA,Precinct-VP03,1499.0,679.0,119.0,32.0,1736.0,562.0,1566.0,736.0,1751.0,426.0,099,right_only
1208,,,,,,,,,,,,,,,,,099-PRECINCT-0311,MINNEHAHA,Precinct-0311,548.0,356.0,53.0,7.0,729.0,245.0,611.0,365.0,745.0,196.0,099,right_only
1209,,,,,,,,,,,,,,,,,099-PRECINCT-VP05,MINNEHAHA,Precinct-VP05,901.0,428.0,78.0,17.0,1098.0,331.0,987.0,441.0,1114.0,251.0,099,right_only
1210,,,,,,,,,,,,,,,,,099-PRECINCT-VP06,MINNEHAHA,Precinct-VP06,364.0,153.0,20.0,2.0,382.0,148.0,351.0,187.0,433.0,80.0,099,right_only
1211,,,,,,,,,,,,,,,,,099-PRECINCT-VP07,MINNEHAHA,Precinct-VP07,1042.0,488.0,105.0,26.0,1259.0,409.0,914.0,770.0,1265.0,320.0,099,right_only
1212,,,,,,,,,,,,,,,,,099-PRECINCT-VP08,MINNEHAHA,Precinct-VP08,460.0,187.0,32.0,10.0,507.0,178.0,420.0,277.0,521.0,140.0,099,right_only
1213,,,,,,,,,,,,,,,,,099-PRECINCT-VP09,MINNEHAHA,Precinct-VP09,801.0,351.0,78.0,13.0,931.0,305.0,810.0,433.0,969.0,226.0,099,right_only
1214,,,,,,,,,,,,,,,,,099-PRECINCT-VP10,MINNEHAHA,Precinct-VP10,683.0,367.0,76.0,10.0,796.0,332.0,691.0,439.0,839.0,244.0,099,right_only
1215,,,,,,,,,,,,,,,,,099-PRECINCT-VP11,MINNEHAHA,Precinct-VP11,587.0,244.0,36.0,8.0,656.0,218.0,567.0,304.0,681.0,146.0,099,right_only
1216,,,,,,,,,,,,,,,,,099-PRECINCT-VP12,MINNEHAHA,Precinct-VP12,95.0,27.0,8.0,1.0,103.0,30.0,93.0,39.0,116.0,17.0,099,right_only
1217,,,,,,,,,,,,,,,,,099-PRECINCT-VP04,MINNEHAHA,Precinct-VP04,721.0,341.0,61.0,8.0,783.0,337.0,680.0,437.0,835.0,247.0,099,right_only
1218,,,,,,,,,,,,,,,,,099-PRECINCT-VP15,MINNEHAHA,Precinct-VP15,951.0,488.0,84.0,12.0,1121.0,409.0,983.0,542.0,1158.0,302.0,099,right_only
1219,,,,,,,,,,,,,,,,,099-PRECINCT-VP16,MINNEHAHA,Precinct-VP16,675.0,280.0,59.0,7.0,773.0,239.0,657.0,368.0,805.0,169.0,099,right_only
1220,,,,,,,,,,,,,,,,,099-PRECINCT-VP17,MINNEHAHA,Precinct-VP17,427.0,170.0,39.0,4.0,487.0,147.0,397.0,250.0,492.0,122.0,099,right_only
1221,,,,,,,,,,,,,,,,,099-PRECINCT-VP21,MINNEHAHA,Precinct-VP21,771.0,312.0,59.0,10.0,888.0,267.0,789.0,363.0,923.0,196.0,099,right_only
1222,,,,,,,,,,,,,,,,,099-PRECINCT-0102,MINNEHAHA,Precinct-0102,279.0,234.0,27.0,4.0,363.0,177.0,301.0,246.0,373.0,145.0,099,right_only
1223,,,,,,,,,,,,,,,,,099-PRECINCT-0103,MINNEHAHA,Precinct-0103,575.0,474.0,54.0,11.0,698.0,394.0,619.0,474.0,695.0,334.0,099,right_only
1224,,,,,,,,,,,,,,,,,099-PRECINCT-0104 (PRECINCT-0105),MINNEHAHA,Precinct-0104 (Precinct-0105),866.0,745.0,108.0,16.0,1056.0,654.0,923.0,766.0,992.0,586.0,099,right_only
1225,,,,,,,,,,,,,,,,,099-PRECINCT-0106,MINNEHAHA,Precinct-0106,662.0,564.0,84.0,16.0,828.0,500.0,704.0,619.0,840.0,424.0,099,right_only
1226,,,,,,,,,,,,,,,,,099-PRECINCT-0108,MINNEHAHA,Precinct-0108,438.0,316.0,52.0,8.0,580.0,235.0,488.0,323.0,595.0,196.0,099,right_only
1227,,,,,,,,,,,,,,,,,099-PRECINCT-0109,MINNEHAHA,Precinct-0109,611.0,480.0,75.0,12.0,806.0,382.0,673.0,512.0,803.0,325.0,099,right_only
1228,,,,,,,,,,,,,,,,,099-PRECINCT-0110,MINNEHAHA,Precinct-0110,740.0,549.0,86.0,18.0,921.0,466.0,788.0,598.0,925.0,390.0,099,right_only
1229,,,,,,,,,,,,,,,,,099-PRECINCT-0117,MINNEHAHA,Precinct-0117,804.0,463.0,97.0,11.0,1010.0,353.0,842.0,523.0,989.0,278.0,099,right_only
1230,,,,,,,,,,,,,,,,,099-PRECINCT-VP13,MINNEHAHA,Precinct-VP13,617.0,233.0,38.0,9.0,679.0,214.0,617.0,285.0,703.0,162.0,099,right_only
1231,,,,,,,,,,,,,,,,,101-PRECINCT-34,MOODY,Precinct-34,208.0,109.0,10.0,4.0,243.0,92.0,177.0,157.0,248.0,77.0,101,right_only
1232,,,,,,,,,,,,,,,,,101-PRECINCT-5,MOODY,Precinct-5,469.0,160.0,28.0,6.0,499.0,159.0,419.0,239.0,527.0,115.0,101,right_only
1233,,,,,,,,,,,,,,,,,101-PRECINCT-3,MOODY,Precinct-3,357.0,151.0,26.0,7.0,401.0,147.0,346.0,201.0,444.0,95.0,101,right_only
1234,,,,,,,,,,,,,,,,,101-PRECINCT-2,MOODY,Precinct-2,207.0,279.0,29.0,3.0,274.0,251.0,185.0,337.0,286.0,224.0,101,right_only
1235,,,,,,,,,,,,,,,,,101-PRECINCT-1,MOODY,Precinct-1,224.0,258.0,19.0,7.0,281.0,236.0,194.0,326.0,296.0,214.0,101,right_only
1236,,,,,,,,,,,,,,,,,101-PRECINCT-4,MOODY,Precinct-4,264.0,85.0,19.0,1.0,283.0,85.0,223.0,149.0,280.0,79.0,101,right_only
1237,,,,,,,,,,,,,,,,,113-PINE RIDGE 3,SHANNON,Pine Ridge 3,32.0,414.0,12.0,6.0,89.0,371.0,69.0,388.0,31.0,422.0,113,right_only
1238,,,,,,,,,,,,,,,,,113-PINE RIDGE 1,SHANNON,Pine Ridge 1,30.0,579.0,13.0,5.0,110.0,501.0,85.0,531.0,38.0,583.0,113,right_only
1239,,,,,,,,,,,,,,,,,113-ROCKYFORD,SHANNON,Rockyford,14.0,67.0,9.0,4.0,23.0,71.0,23.0,73.0,12.0,83.0,113,right_only
1240,,,,,,,,,,,,,,,,,113-PORCUPINE,SHANNON,Porcupine,25.0,357.0,14.0,4.0,80.0,320.0,66.0,330.0,29.0,367.0,113,right_only
1241,,,,,,,,,,,,,,,,,113-OGLALA,SHANNON,Oglala,33.0,366.0,21.0,11.0,98.0,331.0,66.0,355.0,47.0,379.0,113,right_only
1242,,,,,,,,,,,,,,,,,113-MANDERSON,SHANNON,Manderson,7.0,157.0,10.0,5.0,61.0,114.0,40.0,137.0,14.0,162.0,113,right_only
1243,,,,,,,,,,,,,,,,,113-KYLE,SHANNON,Kyle,41.0,433.0,16.0,9.0,119.0,375.0,93.0,407.0,45.0,451.0,113,right_only
1244,,,,,,,,,,,,,,,,,113-CUNY TABLE,SHANNON,Cuny Table,15.0,37.0,0.0,0.0,21.0,32.0,19.0,35.0,10.0,42.0,113,right_only
1245,,,,,,,,,,,,,,,,,113-BATESLAND,SHANNON,Batesland,44.0,94.0,9.0,3.0,52.0,95.0,52.0,98.0,43.0,104.0,113,right_only
1246,,,,,,,,,,,,,,,,,103-PRECINCT 1-1,PENNINGTON,Precinct 1-1,900.0,393.0,123.0,22.0,1070.0,359.0,989.0,435.0,1018.0,353.0,103,right_only
1247,,,,,,,,,,,,,,,,,103-PRECINCT CL,PENNINGTON,Precinct CL,272.0,137.0,45.0,1.0,332.0,125.0,301.0,152.0,318.0,123.0,103,right_only
1248,,,,,,,,,,,,,,,,,103-PRECINCT CR,PENNINGTON,Precinct CR,54.0,4.0,5.0,0.0,57.0,6.0,54.0,8.0,50.0,8.0,103,right_only
1249,,,,,,,,,,,,,,,,,103-PRECINCT DT,PENNINGTON,Precinct DT,708.0,215.0,66.0,8.0,793.0,201.0,752.0,250.0,779.0,199.0,103,right_only
1250,,,,,,,,,,,,,,,,,103-PRECINCT EL,PENNINGTON,Precinct EL,305.0,105.0,39.0,2.0,342.0,95.0,332.0,105.0,306.0,99.0,103,right_only
1251,,,,,,,,,,,,,,,,,103-PRECINCT HC,PENNINGTON,Precinct HC,800.0,272.0,68.0,10.0,878.0,264.0,847.0,294.0,824.0,280.0,103,right_only
1252,,,,,,,,,,,,,,,,,103-PRECINCT HR,PENNINGTON,Precinct HR,1339.0,384.0,79.0,15.0,1451.0,330.0,1386.0,406.0,1431.0,298.0,103,right_only
1253,,,,,,,,,,,,,,,,,103-PRECINCT JS,PENNINGTON,Precinct JS,865.0,348.0,60.0,15.0,966.0,323.0,916.0,377.0,981.0,284.0,103,right_only
1254,,,,,,,,,,,,,,,,,103-PRECINCT KY,PENNINGTON,Precinct KY,387.0,125.0,26.0,4.0,408.0,127.0,394.0,141.0,393.0,122.0,103,right_only
1255,,,,,,,,,,,,,,,,,103-PRECINCT NH,PENNINGTON,Precinct NH,192.0,65.0,23.0,7.0,204.0,78.0,188.0,96.0,198.0,72.0,103,right_only
1256,,,,,,,,,,,,,,,,,103-PRECINCT CA,PENNINGTON,Precinct CA,490.0,68.0,31.0,8.0,496.0,96.0,496.0,103.0,490.0,81.0,103,right_only
1257,,,,,,,,,,,,,,,,,103-PRECINCT NU,PENNINGTON,Precinct NU,432.0,100.0,19.0,5.0,436.0,118.0,422.0,129.0,435.0,97.0,103,right_only
1258,,,,,,,,,,,,,,,,,103-PRECINCT RH,PENNINGTON,Precinct RH,38.0,25.0,5.0,1.0,39.0,30.0,38.0,30.0,39.0,27.0,103,right_only
1259,,,,,,,,,,,,,,,,,103-PRECINCT RV,PENNINGTON,Precinct RV,807.0,317.0,107.0,19.0,910.0,322.0,865.0,374.0,913.0,268.0,103,right_only
1260,,,,,,,,,,,,,,,,,103-PRECINCT VF,PENNINGTON,Precinct VF,1112.0,335.0,123.0,18.0,1199.0,346.0,1139.0,425.0,1155.0,324.0,103,right_only
1261,,,,,,,,,,,,,,,,,103-PRECINCT VV,PENNINGTON,Precinct VV,722.0,273.0,82.0,17.0,810.0,270.0,767.0,312.0,757.0,269.0,103,right_only
1262,,,,,,,,,,,,,,,,,103-PRECINCT WL,PENNINGTON,Precinct WL,314.0,58.0,15.0,5.0,334.0,48.0,316.0,72.0,322.0,49.0,103,right_only
1263,,,,,,,,,,,,,,,,,103-PRECINCT WP,PENNINGTON,Precinct WP,852.0,340.0,73.0,13.0,990.0,278.0,937.0,342.0,993.0,251.0,103,right_only
1264,,,,,,,,,,,,,,,,,103-PRECINCT WS,PENNINGTON,Precinct WS,76.0,4.0,3.0,1.0,76.0,4.0,77.0,6.0,75.0,6.0,103,right_only
1265,,,,,,,,,,,,,,,,,103-PRECINCT QU,PENNINGTON,Precinct QU,180.0,20.0,10.0,1.0,185.0,20.0,176.0,29.0,178.0,18.0,103,right_only
1266,,,,,,,,,,,,,,,,,103-PRECINCT AW,PENNINGTON,Precinct AW,1831.0,899.0,83.0,26.0,1810.0,793.0,1786.0,811.0,1623.0,768.0,103,right_only
1267,,,,,,,,,,,,,,,,,103-PRECINCT BE,PENNINGTON,Precinct BE,957.0,293.0,124.0,9.0,1068.0,289.0,1010.0,345.0,981.0,306.0,103,right_only
1268,,,,,,,,,,,,,,,,,103-PRECINCT 5-4,PENNINGTON,Precinct 5-4,672.0,745.0,141.0,16.0,896.0,662.0,774.0,793.0,866.0,641.0,103,right_only
1269,,,,,,,,,,,,,,,,,103-PRECINCT 1-2,PENNINGTON,Precinct 1-2,1147.0,590.0,146.0,24.0,1351.0,551.0,1235.0,658.0,1332.0,515.0,103,right_only
1270,,,,,,,,,,,,,,,,,103-PRECINCT 1-3,PENNINGTON,Precinct 1-3,1620.0,735.0,135.0,29.0,1887.0,627.0,1720.0,776.0,1829.0,566.0,103,right_only
1271,,,,,,,,,,,,,,,,,103-PRECINCT 1-4,PENNINGTON,Precinct 1-4,603.0,270.0,52.0,10.0,684.0,255.0,638.0,301.0,688.0,210.0,103,right_only
1272,,,,,,,,,,,,,,,,,103-PRECINCT 2-1,PENNINGTON,Precinct 2-1,61.0,51.0,7.0,2.0,71.0,48.0,64.0,54.0,63.0,51.0,103,right_only
1273,,,,,,,,,,,,,,,,,103-PRECINCT 2-2,PENNINGTON,Precinct 2-2,49.0,20.0,9.0,1.0,57.0,21.0,53.0,25.0,54.0,25.0,103,right_only
1274,,,,,,,,,,,,,,,,,103-PRECINCT 2-3,PENNINGTON,Precinct 2-3,819.0,410.0,119.0,18.0,943.0,401.0,878.0,466.0,871.0,410.0,103,right_only
1275,,,,,,,,,,,,,,,,,103-PRECINCT 2-4,PENNINGTON,Precinct 2-4,1190.0,795.0,233.0,26.0,1413.0,819.0,1290.0,941.0,1310.0,836.0,103,right_only
1276,,,,,,,,,,,,,,,,,103-PRECINCT 2-5,PENNINGTON,Precinct 2-5,91.0,88.0,21.0,3.0,104.0,92.0,94.0,101.0,91.0,96.0,103,right_only
1277,,,,,,,,,,,,,,,,,103-PRECINCT 3-1,PENNINGTON,Precinct 3-1,377.0,236.0,59.0,10.0,472.0,209.0,425.0,253.0,463.0,193.0,103,right_only
1278,,,,,,,,,,,,,,,,,103-PRECINCT 5-5,PENNINGTON,Precinct 5-5,215.0,115.0,14.0,8.0,246.0,109.0,230.0,121.0,260.0,85.0,103,right_only
1279,,,,,,,,,,,,,,,,,103-PRECINCT 3-3,PENNINGTON,Precinct 3-3,547.0,275.0,39.0,7.0,644.0,213.0,604.0,256.0,633.0,202.0,103,right_only
1280,,,,,,,,,,,,,,,,,103-PRECINCT 3-2,PENNINGTON,Precinct 3-2,2029.0,793.0,182.0,18.0,2383.0,664.0,2219.0,843.0,2349.0,590.0,103,right_only
1281,,,,,,,,,,,,,,,,,103-PRECINCT 3-5,PENNINGTON,Precinct 3-5,221.0,102.0,20.0,1.0,262.0,86.0,245.0,108.0,262.0,80.0,103,right_only
1282,,,,,,,,,,,,,,,,,103-PRECINCT 4-1,PENNINGTON,Precinct 4-1,228.0,149.0,37.0,8.0,265.0,151.0,246.0,173.0,243.0,167.0,103,right_only
1283,,,,,,,,,,,,,,,,,103-PRECINCT 4-2,PENNINGTON,Precinct 4-2,696.0,439.0,111.0,13.0,789.0,457.0,729.0,517.0,744.0,467.0,103,right_only
1284,,,,,,,,,,,,,,,,,103-PRECINCT 4-3,PENNINGTON,Precinct 4-3,547.0,303.0,44.0,12.0,614.0,288.0,570.0,332.0,586.0,283.0,103,right_only
1285,,,,,,,,,,,,,,,,,103-PRECINCT 4-4,PENNINGTON,Precinct 4-4,464.0,402.0,108.0,23.0,555.0,435.0,494.0,492.0,502.0,459.0,103,right_only
1286,,,,,,,,,,,,,,,,,103-PRECINCT 4-5,PENNINGTON,Precinct 4-5,506.0,242.0,66.0,15.0,583.0,242.0,551.0,276.0,572.0,215.0,103,right_only
1287,,,,,,,,,,,,,,,,,103-PRECINCT 5-1,PENNINGTON,Precinct 5-1,263.0,198.0,42.0,8.0,322.0,183.0,295.0,214.0,318.0,175.0,103,right_only
1288,,,,,,,,,,,,,,,,,103-PRECINCT 5-2,PENNINGTON,Precinct 5-2,950.0,644.0,172.0,16.0,1146.0,621.0,1048.0,719.0,1121.0,581.0,103,right_only
1289,,,,,,,,,,,,,,,,,103-PRECINCT 5-3,PENNINGTON,Precinct 5-3,1250.0,717.0,155.0,27.0,1474.0,669.0,1367.0,783.0,1495.0,567.0,103,right_only
1290,,,,,,,,,,,,,,,,,103-PRECINCT 3-4,PENNINGTON,Precinct 3-4,1635.0,982.0,218.0,23.0,1959.0,889.0,1797.0,1065.0,1988.0,782.0,103,right_only
1291,,,,,,,,,,,,,,,,,105-PRECINCT-07,PERKINS,Precinct-07,120.0,5.0,3.0,0.0,121.0,5.0,121.0,8.0,122.0,4.0,105,right_only
1292,,,,,,,,,,,,,,,,,105-PRECINCT-12,PERKINS,Precinct-12,270.0,38.0,15.0,1.0,275.0,51.0,272.0,56.0,276.0,41.0,105,right_only
1293,,,,,,,,,,,,,,,,,105-PRECINCT-09,PERKINS,Precinct-09,72.0,4.0,2.0,3.0,74.0,7.0,71.0,7.0,71.0,5.0,105,right_only
1294,,,,,,,,,,,,,,,,,105-PRECINCT-08,PERKINS,Precinct-08,59.0,2.0,5.0,0.0,64.0,2.0,60.0,5.0,64.0,1.0,105,right_only
1295,,,,,,,,,,,,,,,,,105-PRECINCT-06,PERKINS,Precinct-06,105.0,11.0,3.0,3.0,100.0,22.0,105.0,19.0,106.0,12.0,105,right_only
1296,,,,,,,,,,,,,,,,,105-PRECINCT-04,PERKINS,Precinct-04,49.0,9.0,1.0,0.0,47.0,11.0,47.0,13.0,47.0,6.0,105,right_only
1297,,,,,,,,,,,,,,,,,105-PRECINCT-05,PERKINS,Precinct-05,121.0,17.0,3.0,1.0,115.0,23.0,119.0,22.0,122.0,16.0,105,right_only
1298,,,,,,,,,,,,,,,,,105-PRECINCT-01,PERKINS,Precinct-01,219.0,47.0,17.0,2.0,238.0,50.0,230.0,59.0,238.0,47.0,105,right_only
1299,,,,,,,,,,,,,,,,,105-PRECINCT-02,PERKINS,Precinct-02,88.0,13.0,6.0,0.0,93.0,15.0,91.0,16.0,87.0,16.0,105,right_only
1300,,,,,,,,,,,,,,,,,105-PRECINCT-03,PERKINS,Precinct-03,230.0,42.0,15.0,5.0,247.0,45.0,237.0,53.0,252.0,34.0,105,right_only
1301,,,,,,,,,,,,,,,,,109-PRECINCT-13,ROBERTS,Precinct-13,125.0,149.0,11.0,5.0,166.0,120.0,131.0,159.0,162.0,121.0,109,right_only
1302,,,,,,,,,,,,,,,,,109-PRECINCT-12 (PRECINCT-14),ROBERTS,Precinct-12 (Precinct-14),140.0,157.0,16.0,1.0,184.0,143.0,149.0,175.0,180.0,136.0,109,right_only
1303,,,,,,,,,,,,,,,,,109-PRECINCT-11,ROBERTS,Precinct-11,381.0,319.0,31.0,6.0,458.0,278.0,402.0,336.0,452.0,264.0,109,right_only
1304,,,,,,,,,,,,,,,,,109-PRECINCT-09,ROBERTS,Precinct-09,277.0,145.0,19.0,5.0,335.0,111.0,281.0,170.0,335.0,98.0,109,right_only
1305,,,,,,,,,,,,,,,,,109-PRECINCT-08,ROBERTS,Precinct-08,56.0,48.0,6.0,1.0,66.0,47.0,60.0,52.0,74.0,36.0,109,right_only
1306,,,,,,,,,,,,,,,,,109-PRECINCT-10,ROBERTS,Precinct-10,76.0,126.0,1.0,2.0,93.0,119.0,75.0,136.0,71.0,135.0,109,right_only
1307,,,,,,,,,,,,,,,,,109-PRECINCT-05,ROBERTS,Precinct-05,157.0,207.0,12.0,5.0,199.0,184.0,167.0,217.0,186.0,190.0,109,right_only
1308,,,,,,,,,,,,,,,,,109-PRECINCT-04,ROBERTS,Precinct-04,53.0,24.0,7.0,0.0,47.0,35.0,46.0,39.0,54.0,23.0,109,right_only
1309,,,,,,,,,,,,,,,,,109-PRECINCT-03,ROBERTS,Precinct-03,104.0,62.0,8.0,1.0,126.0,60.0,106.0,79.0,128.0,45.0,109,right_only
1310,,,,,,,,,,,,,,,,,109-PRECINCT-02,ROBERTS,Precinct-02,302.0,110.0,19.0,9.0,331.0,111.0,306.0,135.0,350.0,79.0,109,right_only
1311,,,,,,,,,,,,,,,,,109-PRECINCT-01,ROBERTS,Precinct-01,113.0,49.0,6.0,1.0,136.0,36.0,106.0,64.0,141.0,24.0,109,right_only
1312,,,,,,,,,,,,,,,,,109-PRECINCT-06 (PRECINCT-07),ROBERTS,Precinct-06 (Precinct-07),358.0,143.0,28.0,5.0,406.0,132.0,369.0,164.0,396.0,114.0,109,right_only
