,348,134
,277,231
,759,449
,224,99
,521,220
,1693,508
,781,500
,1019,491
,1165,620
,193,49
,779,189
,303,104
,563,298
,260,186
,280,84
,693,230
,138,65
,587,261
,676,304
,315,117
,148,62
,195,65
,586,287
,145,62
,347,130
,187,58
,271,106
,902,454
,646,423
,364,272
,501,282
,459,361
,375,267
,682,342
,997,522
,1006,625
,437,303
,1002,710
,594,328
,748,271
,1092,497
,58,6
,293,60
,82,13
,216,92
,100,33
,15,143
,213,22
,322,150
,102,42
,383,126
,379,67
,377,180
,231,58
,56,5
,187,32
,149,33
,198,34
,135,40
,167,48
,122,90
,78,67
,156,96
,137,125
,97,66
,150,115
,100,62
,106,71
,110,62
,118,40
,519,126
,222,61
,121,17
,711,183
,511,167
,631,116
,767,194
,426,105
,293,79
,251,104
,81,6
,77,7
,343,107
,42,6
,313,55
,274,93
,147,29
,34,4
,115,12
,29,4
,83,2
,225,18
,69,5
,48,0
,28,6
,46,5
,104,21
,155,60
,156,68
,79,33
,317,112
,230,58
,245,91
,337,102
,200,83
,94,44
,104,65
,109,26
,96,85
,93,62
,76,51
,75,38
,62,26
,81,44
,63,18
,132,41
,125,40
,92,23
,740,549
,804,463
,279,234
,575,474
,866,744
,662,564
,438,316
,611,481
,632,532
,1248,917
,815,618
,616,536
,335,402
,684,538
,1071,715
,720,463
,560,478
,919,596
,548,356
,678,429
,735,571
,643,504
,806,444
,1012,605
,481,405
,383,515
,451,443
,230,201
,1126,830
,458,544
,499,368
,1173,732
,568,463
,328,351
,223,243
,350,377
,482,387
,207,182
,664,690
,412,438
,438,695
,304,322
,330,307
,351,327
,299,322
,385,434
,307,265
,402,535
,168,204
,297,508
,518,466
,260,303
,346,514
,219,242
,528,183
,1274,544
,1500,679
,721,341
,901,428
,364,153
,1041,488
,460,187
,801,351
,683,367
,587,244
,95,27
,617,233
,952,489
,675,280
,427,170
,771,312
,226,258
,207,279
,357,151
,208,109
,264,86
,469,160
,44,94
,15,37
,41,433
,7,157
,33,366
,30,581
,32,415
,25,357
,14,70
,1830,898
,957,293
,490,68
,272,137
,54,4
,708,215
,305,105
,800,272
,1338,384
,865,348
,387,125
,192,65
,432,100
,180,20
,900,393
,1146,590
,1619,734
,603,270
,61,51
,49,20
,819,410
,1189,794
,91,88
,377,236
,2028,792
,547,275
,1634,981
,221,102
,228,149
,696,439
,547,303
,464,402
,506,242
,263,198
,950,644
,1249,716
,672,744
,215,115
,38,25
,807,317
,1111,335
,722,273
,314,58
,852,340
,76,4
,219,47
,270,38
,88,13
,230,42
,49,9
,121,17
,105,11
,120,5
,59,2
,72,4
107-PRECINCT 23,205,39
107-PRECINCT 25,119,33
107-PRECINCT 26,204,39
107-PRECINCT 27,256,50
107-PRECINCT 35,227,51
107-PRECINCT 36,60,3
,113,49
,76,126
,381,319
,140,157
,125,149
,303,110
,104,62
,53,24
,157,208
,358,143
,56,48
,278,145
,193,59
,239,54
,210,63
,177,65
,276,96
,246,196
,232,80
,222,71
,121,69
,82,33
,285,144
,96,42
,294,188
,1009,306
,57,10
,82,13
119-PRECINCT 1,116,20
119-PRECINCT 2,108,15
119-PRECINCT 3,126,24
119-PRECINCT 4,136,32
119-PRECINCT 5,95,15
119-PRECINCT 6,98,31
,12,43
,68,9
,90,11
,96,366
,44,72
,21,220
,47,339
,58,171
,51,274
,108,27
,302,62
,83,10
,62,14
,138,18
,264,51
,69,22
,193,43
,223,50
,121,27
,264,77
,159,44
,83,17
,621,163
,664,208
,242,64
,204,60
,384,139
,332,135
,102,53
,388,139
,238,90
,418,208
,462,224
,636,175
,890,309
,238,125
,456,239
,233,131
,316,137
,400,184
,413,128
,305,131
,285,146
,127,16
,122,20
,347,46
,120,40
,228,80
,346,111
,331,115
,78,3
,67,11
,130,15
135-PRECINCT 1 YANKTONCITY,327,337
135-PRECINCT 10 VOLINTOWN,24,19
135-PRECINCT 11 MISSIONHILLTOWN,30,26
135-PRECINCT 12 UTICATOWN,16,9
135-PRECINCT 13 LESTERVILLETOWN,44,18
135-PRECINCT 14,212,136
135-PRECINCT 16 JAMESVILLETWP,48,8
135-PRECINCT 17 ODESSATWP,56,14
135-PRECINCT 18 LESTERVILLETWP,46,21
135-PRECINCT 19 CENTRALTWP,58,38
135-PRECINCT 2 YANKTONCITY,451,377
135-PRECINCT 22 VOLINTWP,92,24
135-PRECINCT 23 MISSIONHILLTWP,131,51
135-PRECINCT 24 UTICATWP,116,81
135-PRECINCT 25 ZISKOVTWP,43,34
135-PRECINCT 26,1020,467
135-PRECINCT 28,160,95
135-PRECINCT 29 GAYVILLETWP,87,28
135-PRECINCT 3 YANKTONCITY,582,325
135-PRECINCT 4 YANKTONCITY,682,462
135-PRECINCT 5 YANKTONCITY,1346,665
135-PRECINCT 9 GAYVILLETOWN,88,66
,7,27
,7,69
,67,99
,59,10
,215,112
,13,36
